ce_1,ce_2
3.359375,10.46875
1.84375,12.84375
4.515625,8.96875
4.328125,9.21875
2.578125,11.5625
1.359375,13.578125
0.9375,14.1171875
0.765625,14.6171875
1.234375,13.484375
-0.0625,15.8046875
0.484375,15.09375
4.734375,8.8125
0.265625,15.2265625
0.21875,15.2265625
0.53125,14.5859375
0.828125,14.3046875
1.46875,13.03125
-0.40625,15.8359375
1.28125,13.78125
1.15625,13.7578125
1.03125,14.09375
0.703125,14.09375
0.25,15.1015625
-0.0625,15.59375
0.84375,14.359375
5.53125,7.1875
1.125,13.828125
2.09375,12.5
1.90625,12.765625
1.53125,13.0625
1.734375,12.859375
0.5625,14.5546875
0.1875,15.4296875
-0.0625,15.5078125
-0.484375,16.2578125
-0.03125,15.6875
1.34375,13.390625
-0.4375,16.3203125
0.03125,15.7109375
0.890625,14.1484375
2.09375,12.234375
-0.25,15.921875
0.546875,14.8359375
2.09375,12.34375
-0.078125,15.90625
2.515625,11.78125
13.171875,-4.5
1.046875,14.2421875
1.625,12.828125
-0.359375,15.75
1.9375,12.75
-0.015625,15.546875
0.3125,15.0625
1.15625,1.0625
0.859375,14.5390625
0.5,15.171875
0.3125,15.1953125
1.484375,13.5625
-0.046875,3.64453125
1.734375,13.0625
0.390625,14.7890625
1.015625,14.1328125
3.015625,11.09375
1.796875,12.65625
-0.6875,16.25
0.609375,14.890625
1.890625,12.640625
1.1875,13.578125
2.59375,11.828125
-0.125,15.65625
0.453125,14.9765625
-0.21875,15.6796875
-0.640625,16.359375
0.109375,15.53125
0.1875,15.1328125
0.328125,15.03125
0.59375,14.5078125
1.390625,13.6796875
0.0,14.515625
0.078125,15.0703125
-0.046875,15.8046875
8.0,3.75
1.828125,13.0
-0.125,15.28125
3.234375,10.75
1.625,13.21875
5.96875,6.5
2.78125,11.59375
-0.671875,16.3515625
1.90625,12.640625
0.03125,15.5859375
0.578125,14.921875
0.390625,14.7890625
0.390625,15.0546875
0.34375,14.8671875
0.09375,15.234375
4.28125,9.34375
0.59375,14.6171875
0.578125,14.6328125
2.5,12.015625
0.1875,15.2421875
5.75,7.125
1.671875,13.421875
0.8125,14.578125
0.078125,15.4140625
1.453125,12.609375
0.078125,15.5
-0.53125,3.93359375
0.796875,14.609375
0.03125,15.8671875
0.296875,15.28125
2.203125,12.28125
2.859375,11.46875
1.71875,13.09375
-0.515625,16.34375
0.421875,15.2109375
0.609375,14.90625
-0.125,15.703125
-0.4375,16.359375
0.703125,14.6015625
1.15625,13.75
0.328125,15.0390625
4.859375,8.3125
1.90625,12.59375
0.546875,14.71875
1.640625,13.15625
-0.25,16.1875
0.578125,14.6484375
-0.171875,15.7578125
0.015625,15.640625
0.15625,15.3671875
2.1875,12.359375
2.375,12.078125
4.59375,8.71875
3.34375,10.59375
0.984375,14.3515625
4.359375,9.09375
0.125,15.21875
0.15625,15.3984375
1.765625,12.109375
2.03125,12.546875
1.1875,13.859375
4.4375,9.09375
-0.25,15.78125
7.96875,3.6875
0.375,15.0703125
1.5,0.1875
1.25,13.515625
1.5,13.3984375
0.34375,14.921875
0.484375,14.6484375
0.4375,14.8515625
1.296875,13.546875
0.21875,15.3828125
0.0625,15.59375
0.75,14.2578125
0.0,15.6640625
-0.25,15.921875
-0.015625,2.71875
0.9375,14.140625
0.40625,14.90625
0.03125,15.65625
2.34375,12.015625
1.984375,12.65625
1.765625,12.84375
0.765625,14.484375
1.046875,14.03125
-0.109375,15.6484375
1.59375,0.984375
-0.015625,15.640625
-0.203125,16.015625
1.5625,13.25
2.25,12.546875
2.171875,11.796875
0.09375,15.6640625
-0.484375,16.6875
5.015625,8.1875
1.859375,12.875
0.34375,15.015625
0.421875,14.9140625
-0.25,16.21875
2.921875,11.0625
0.078125,15.59375
0.484375,14.6953125
2.921875,11.3125
1.21875,13.015625
0.390625,14.7734375
0.71875,13.75
-0.046875,15.859375
1.265625,13.8125
2.203125,12.265625
2.640625,11.53125
0.5625,14.8046875
0.1875,15.2265625
-0.484375,16.390625
8.203125,3.25
1.484375,13.421875
1.34375,13.5
0.640625,14.5859375
0.328125,15.4453125
0.28125,15.3828125
6.1875,-5.375
2.171875,12.203125
1.09375,14.25
0.40625,15.0234375
1.265625,13.5
1.921875,12.671875
-0.234375,15.84375
0.3125,15.2734375
1.03125,1.890625
4.359375,9.09375
-0.5,16.1875
-0.015625,15.5234375
1.1875,13.734375
-0.203125,16.0
-0.21875,16.09375
1.140625,13.90625
0.3125,15.4609375
10.734375,-0.625
1.609375,13.359375
2.84375,11.21875
0.015625,15.4921875
-0.125,15.5234375
1.40625,13.40625
1.984375,12.78125
0.5625,14.5390625
1.71875,12.890625
0.984375,13.984375
1.015625,14.09375
0.875,14.046875
0.59375,14.4765625
0.28125,15.0546875
-0.203125,15.984375
3.78125,9.96875
0.390625,15.078125
1.5625,13.125
3.734375,10.09375
0.515625,3.2578125
1.0,13.5
2.671875,11.5625
0.875,14.3359375
0.03125,15.7265625
1.53125,13.140625
0.125,15.5390625
0.53125,15.0
8.90625,1.75
7.34375,4.5625
2.15625,12.671875
1.140625,13.703125
-0.109375,3.27734375
0.09375,15.3671875
10.96875,-1.0
1.28125,13.5625
0.671875,14.6796875
0.8125,14.32421875
1.5625,12.828125
0.28125,15.25
0.921875,14.0
0.140625,15.296875
1.59375,13.234375
1.203125,14.0
-0.1875,15.765625
1.4375,13.546875
0.703125,14.5703125
1.78125,13.015625
1.125,13.984375
0.046875,3.078125
0.140625,14.5625
0.5,15.015625
-0.203125,15.69921875
1.0625,14.28125
5.984375,6.3125
1.28125,13.9375
5.359375,7.5
-0.046875,15.4765625
1.46875,13.46875
0.4375,15.0
0.375,15.3984375
2.234375,12.078125
1.171875,13.921875
1.03125,14.1015625
0.921875,14.4296875
1.859375,12.5625
0.046875,15.4609375
0.375,15.2421875
2.578125,11.59375
3.59375,10.09375
-0.125,16.015625
3.1875,10.6875
0.03125,15.578125
6.03125,-5.25
2.984375,10.96875
5.28125,7.75
0.8125,14.140625
1.234375,13.6484375
0.03125,15.8046875
2.140625,12.5625
2.828125,11.21875
-0.03125,15.5546875
0.828125,14.3984375
1.203125,14.015625
-0.15625,15.640625
3.734375,10.0
0.359375,15.0
0.046875,15.3203125
0.296875,15.3203125
0.828125,14.4453125
-0.03125,15.578125
2.34375,11.921875
0.515625,15.171875
0.703125,14.4453125
3.84375,10.09375
-0.09375,15.765625
3.984375,9.65625
0.5,14.7890625
7.609375,4.1875
0.015625,15.6953125
2.578125,11.5
0.359375,15.28125
0.109375,15.5078125
0.703125,14.5546875
1.390625,13.5390625
3.359375,10.40625
1.59375,13.234375
0.859375,14.3984375
0.59375,14.6171875
2.046875,12.609375
0.59375,14.6328125
0.09375,15.203125
2.3125,11.859375
0.90625,14.59375
1.171875,13.625
-0.03125,15.7578125
1.03125,14.1015625
0.5625,14.78125
0.234375,15.1875
3.1875,10.5625
2.71875,11.53125
0.5625,14.765625
0.046875,15.546875
1.0625,13.390625
1.59375,13.0625
1.859375,12.6875
2.03125,12.578125
0.046875,15.5625
6.609375,5.125
0.6875,14.5859375
1.96875,12.84375
1.671875,13.296875
0.03125,2.046875
-0.1875,16.125
1.1875,13.578125
1.546875,13.125
2.84375,11.375
0.4375,15.09375
0.234375,15.1953125
0.453125,15.046875
0.171875,15.3984375
0.78125,14.3359375
7.3125,4.5625
1.125,13.828125
1.0,14.4375
0.1875,15.2265625
2.140625,12.5625
3.6875,9.53125
-0.40625,15.96875
1.40625,13.625
0.609375,14.734375
0.609375,14.921875
0.03125,15.34375
1.328125,13.5
-0.296875,15.875
2.65625,11.65625
0.03125,15.59375
0.234375,15.15625
1.90625,0.1875
0.640625,14.890625
1.75,13.0
0.125,15.171875
1.015625,14.125
-0.109375,15.0390625
0.46875,15.0859375
7.109375,4.875
1.59375,13.140625
0.8125,14.4453125
1.875,12.453125
2.21875,12.4375
1.859375,0.3125
1.28125,13.8125
5.21875,7.6875
0.171875,15.3984375
1.015625,13.984375
1.15625,13.9375
-0.78125,4.05804443359375
0.265625,15.2734375
2.265625,12.140625
0.90625,14.296875
1.921875,12.4375
1.0625,13.90625
1.3125,13.65625
-0.015625,15.6640625
0.328125,15.2890625
-0.03125,14.4921875
0.625,14.5859375
-0.03125,15.6875
-0.109375,15.765625
0.5,14.953125
0.359375,15.3203125
11.390625,-1.375
3.953125,-2.9375
2.03125,12.578125
1.6875,13.109375
0.609375,14.8125
0.03125,3.859375
0.40625,14.921875
0.3125,15.328125
-0.09375,15.5390625
-0.125,15.734375
1.09375,13.84375
0.3125,15.078125
1.40625,13.25
3.3125,10.84375
0.796875,14.4609375
2.015625,12.609375
0.375,15.125
0.71875,14.4140625
0.875,14.171875
-0.15625,15.875
3.015625,11.28125
-0.140625,15.8671875
0.46875,14.828125
0.4375,14.8671875
0.96875,14.1796875
1.6875,13.09375
-0.3125,16.296875
0.546875,14.828125
5.171875,8.0
2.53125,11.953125
0.265625,15.1484375
1.21875,13.9765625
3.609375,10.09375
2.765625,11.1875
0.015625,15.66015625
1.484375,13.265625
-0.03125,15.5078125
1.109375,13.71875
0.0625,15.5625
1.203125,14.015625
0.4375,14.8359375
0.453125,14.828125
7.40625,4.5
1.609375,13.359375
0.390625,14.921875
0.140625,15.4765625
-0.015625,15.7890625
3.703125,9.90625
0.171875,15.6015625
-0.109375,15.8203125
0.59375,14.7578125
1.71875,13.09375
2.015625,12.578125
0.3125,15.0625
0.8125,14.3984375
0.875,13.671875
-0.171875,16.03125
1.796875,13.0625
0.296875,15.25
0.09375,15.3671875
3.15625,10.78125
1.234375,13.65625
0.578125,14.9765625
1.921875,12.59375
0.40625,14.7734375
-0.40625,15.8203125
-0.21875,15.8515625
2.765625,11.6875
0.546875,14.96875
1.0625,14.078125
0.703125,14.3515625
8.53125,2.9375
-0.125,15.6796875
1.671875,13.15625
1.390625,13.53125
0.96875,14.03125
0.15625,15.59375
2.484375,12.015625
0.53125,2.7890625
3.375,10.4375
5.34375,-5.125
0.015625,15.3828125
0.0,15.390625
0.234375,15.1484375
0.78125,14.5078125
0.640625,2.328125
1.6875,12.328125
1.421875,13.40625
-0.421875,4.50390625
0.8125,14.40625
-0.28125,15.96875
0.921875,13.96875
-0.15625,15.734375
-0.15625,15.890625
1.46875,13.421875
-0.15625,15.7734375
0.796875,14.5859375
3.765625,9.5625
2.4375,11.765625
2.0625,12.53125
1.46875,13.3359375
1.859375,12.96875
0.4375,15.2890625
0.0625,15.3203125
7.546875,4.3125
0.03125,15.890625
1.5,13.375
1.671875,13.421875
6.484375,5.75
1.453125,13.453125
0.34375,15.0078125
0.6875,14.4453125
0.953125,14.1796875
-0.03125,15.8046875
0.640625,14.6953125
-0.015625,15.796875
0.71875,14.546875
0.265625,15.3671875
0.328125,14.7734375
0.25,15.375
0.984375,13.890625
1.640625,12.828125
3.953125,9.5625
0.875,1.96875
0.890625,14.125
0.734375,14.6015625
2.0625,12.265625
-0.171875,16.03125
8.65625,2.625
0.9375,14.171875
2.390625,11.859375
-0.25,16.3359375
0.53125,14.9140625
0.875,14.5390625
1.671875,12.453125
0.59375,14.5078125
1.125,14.09375
0.359375,15.1171875
0.265625,15.421875
1.03125,13.921875
0.546875,14.71875
1.65625,13.015625
0.5,14.6015625
3.671875,10.03125
0.265625,15.421875
1.125,14.046875
0.125,15.375
0.21875,15.34375
-0.21875,15.828125
-0.5,3.96575927734375
0.609375,14.6015625
0.90625,14.4375
2.859375,11.03125
6.203125,6.25
0.21875,2.359375
-0.3125,15.7890625
0.6875,14.5859375
4.140625,9.3125
0.125,15.5625
1.03125,14.1484375
0.546875,14.6484375
3.40625,10.34375
2.59375,11.4375
4.765625,8.5
1.453125,13.578125
1.0,14.3046875
4.484375,8.71875
0.5,14.515625
0.6875,14.5078125
0.046875,15.34375
0.015625,15.515625
0.84375,14.3359375
-0.28125,16.2265625
0.8125,14.3125
0.3125,15.3125
1.03125,13.65625
-0.171875,15.765625
0.703125,14.59375
3.765625,10.375
1.9375,12.59375
-0.109375,3.9375
5.25,7.625
2.859375,11.5
0.78125,14.609375
8.984375,2.25
0.609375,14.6171875
0.140625,15.578125
0.75,14.484375
-0.1875,15.6875
3.71875,9.90625
0.484375,15.0390625
2.046875,12.546875
4.953125,8.3125
1.0625,14.0546875
0.671875,14.3671875
0.109375,15.171875
-0.046875,15.890625
1.421875,13.296875
4.609375,8.625
1.0625,13.9140625
0.703125,14.703125
0.0625,15.09375
0.703125,14.484375
1.640625,13.1875
2.703125,11.3125
1.0625,14.140625
5.375,7.625
0.296875,14.4375
1.0625,14.046875
4.21875,9.34375
1.15625,14.2109375
1.03125,13.9375
0.375,15.28125
1.15625,14.046875
4.5,8.71875
-0.578125,16.375
1.09375,13.984375
0.484375,14.6015625
-0.328125,16.3125
0.21875,15.1796875
2.625,11.75
0.0,15.8203125
0.03125,15.609375
-0.140625,15.625
-0.234375,16.0625
3.421875,10.5
2.125,12.265625
1.078125,14.0625
4.296875,9.125
0.71875,14.4296875
0.15625,15.7265625
7.09375,4.6875
0.296875,15.3671875
1.484375,13.421875
7.046875,5.0625
3.53125,10.1875
-0.171875,16.078125
3.84375,9.90625
-0.25,16.015625
3.328125,10.625
1.484375,13.125
-0.3125,16.25
1.03125,13.9375
-0.265625,16.234375
0.09375,15.625
1.59375,13.265625
0.734375,14.5078125
2.203125,12.296875
1.046875,14.03125
-0.453125,16.359375
2.96875,11.21875
1.03125,14.078125
-0.109375,15.9921875
1.40625,13.5
3.703125,10.0625
1.453125,13.625
0.46875,15.0859375
0.140625,15.453125
0.90625,13.5078125
-0.28125,3.90234375
0.4375,14.8359375
0.234375,15.359375
0.609375,14.734375
0.21875,15.34375
0.234375,15.2890625
-0.3125,16.109375
1.296875,13.109375
2.09375,12.546875
-0.484375,16.140625
0.0625,15.5625
1.078125,14.171875
0.515625,14.6171875
6.25,6.375
0.25,15.4453125
0.28125,15.2578125
0.6875,14.6484375
0.34375,14.9765625
1.53125,13.359375
0.265625,15.21875
0.546875,14.6796875
0.640625,14.6484375
0.703125,14.484375
-0.25,15.7109375
-0.15625,15.6875
1.703125,12.90625
0.109375,15.515625
4.390625,8.71875
8.03125,-8.125
1.4375,13.328125
0.296875,15.0625
1.21875,13.828125
0.078125,15.3828125
1.015625,14.140625
2.515625,11.71875
0.625,14.703125
-0.140625,15.5
1.5,13.375
0.703125,14.3515625
1.109375,12.890625
-0.40625,15.9453125
-0.0625,15.59375
0.0,15.8125
0.234375,15.1875
-0.125,15.6171875
4.625,8.59375
0.75,14.53125
0.515625,14.8828125
-0.015625,15.7109375
0.65625,14.3671875
3.859375,9.78125
0.625,14.4453125
4.1875,-3.3125
-0.28125,16.390625
1.234375,13.953125
-0.421875,16.0390625
0.40625,14.890625
0.4375,15.1328125
2.046875,12.484375
0.1875,15.25
6.109375,6.0625
0.59375,14.734375
0.59375,14.5234375
-0.4375,16.1875
0.390625,15.0625
-0.328125,16.171875
-0.03125,15.7421875
2.546875,11.71875
2.703125,11.59375
1.0,14.171875
2.109375,12.421875
1.671875,1.359375
0.546875,14.6953125
0.75,14.5703125
0.59375,14.78125
1.5625,12.515625
0.734375,14.3828125
0.71875,14.578125
-0.015625,15.4296875
1.875,12.53125
2.46875,12.046875
-0.0625,15.96875
1.203125,13.6875
0.5,15.0625
0.515625,14.7265625
2.15625,12.328125
2.0625,12.53125
0.234375,15.359375
0.859375,14.5546875
2.390625,12.015625
1.8125,12.859375
-0.234375,15.984375
0.859375,14.2109375
-0.03125,15.734375
0.421875,14.8671875
1.3125,13.796875
2.9375,11.34375
0.75,14.671875
4.421875,8.84375
3.390625,10.71875
0.875,14.046875
2.53125,11.71875
0.546875,14.6640625
8.21875,2.875
0.40625,14.9296875
1.390625,13.5625
1.609375,1.4375
1.671875,12.84375
0.578125,14.6171875
-0.15625,15.7421875
0.53125,14.6171875
-0.109375,3.0546875
0.625,14.859375
-0.015625,15.84375
0.1875,15.5234375
1.25,13.484375
-0.3125,3.046875
1.25,1.828125
-0.3125,15.8515625
0.03125,15.578125
0.765625,14.484375
-0.078125,15.21875
1.921875,12.734375
1.34375,13.515625
1.84375,12.515625
0.90625,14.390625
5.75,6.8125
-0.015625,15.8671875
6.0,6.6875
1.578125,13.21875
1.234375,13.296875
-0.359375,15.796875
1.28125,13.734375
-0.296875,16.140625
2.09375,12.65625
1.390625,13.296875
0.109375,15.3828125
-0.515625,16.2734375
1.703125,13.0625
5.171875,7.8125
-0.25,15.59375
-0.09375,14.625
-0.203125,15.8359375
1.375,13.453125
2.90625,11.40625
2.640625,11.796875
1.828125,12.875
1.796875,13.046875
0.65625,14.5234375
-0.265625,16.078125
1.890625,12.828125
5.203125,7.8125
1.203125,13.671875
-0.171875,15.8203125
1.484375,13.328125
0.6875,14.6796875
0.96875,14.3515625
1.140625,14.09375
0.609375,14.375
3.3125,10.46875
7.3125,4.625
0.296875,15.0703125
-0.609375,16.4375
3.1875,10.84375
1.03125,13.765625
7.328125,4.3125
-0.109375,15.78125
1.25,13.65625
1.09375,14.265625
1.953125,12.71875
0.5625,14.8359375
1.96875,12.375
0.484375,14.9765625
0.015625,15.6484375
2.78125,11.21875
-0.40625,16.328125
1.0625,13.984375
0.640625,14.6796875
1.65625,13.140625
1.40625,13.671875
0.46875,14.9921875
-0.484375,16.21875
7.109375,4.75
0.359375,14.8671875
0.734375,14.2734375
0.609375,14.4453125
0.578125,14.84375
0.703125,14.5234375
2.328125,0.375
0.375,15.0625
0.28125,15.1171875
1.984375,12.8125
3.0625,11.15625
1.625,13.34375
5.015625,8.0625
5.078125,7.75
7.859375,-8.0625
0.3125,15.0390625
5.515625,-4.6875
0.578125,14.6484375
0.078125,15.640625
-0.015625,15.8515625
-0.125,15.703125
1.109375,14.265625
0.828125,14.34375
-0.390625,16.28125
1.71875,13.0625
-0.125,15.3984375
4.015625,9.71875
0.609375,14.5703125
0.78125,14.4375
1.375,13.734375
0.390625,15.21875
-0.015625,15.71875
2.421875,11.75
1.28125,13.578125
0.015625,15.625
-0.390625,16.1015625
1.46875,13.1875
3.921875,9.625
0.71875,14.3828125
-0.140625,15.96875
0.171875,15.375
0.296875,15.1953125
2.203125,12.34375
2.03125,12.703125
0.078125,15.40625
1.046875,14.1484375
0.5625,14.9609375
0.234375,15.3203125
0.21875,15.3515625
-0.109375,15.765625
2.46875,11.78125
-0.28125,16.09375
1.296875,13.40625
0.0625,15.640625
5.21875,7.625
1.0,14.109375
0.75,14.7109375
0.984375,14.1875
0.109375,15.453125
5.140625,7.75
0.828125,14.3984375
0.59375,14.9140625
4.875,7.375
0.25,15.1171875
0.03125,15.5703125
2.53125,11.859375
1.59375,13.203125
0.171875,15.421875
2.453125,12.078125
0.859375,14.375
1.21875,13.546875
1.234375,13.65625
0.859375,14.3984375
0.8125,13.71875
4.296875,9.34375
1.578125,13.34375
1.421875,13.6328125
0.671875,14.3515625
0.234375,15.3203125
3.921875,9.78125
1.3125,13.609375
0.40625,14.8984375
2.3125,12.078125
0.078125,15.515625
0.84375,14.46875
3.03125,10.78125
-0.171875,16.1015625
0.390625,15.0859375
1.53125,13.0625
0.203125,14.421875
1.984375,12.78125
-0.109375,15.6484375
0.90625,14.3984375
0.59375,14.375
0.765625,14.6484375
0.8125,14.53125
0.765625,14.3515625
-0.078125,15.8671875
0.234375,15.3203125
2.5,11.828125
5.65625,7.4375
0.890625,13.984375
-0.15625,2.90625
1.3125,13.625
5.671875,7.3125
0.046875,15.8515625
0.640625,15.0
2.34375,11.796875
1.390625,13.5625
0.1875,14.953125
0.328125,15.0390625
0.484375,14.6953125
1.203125,1.1875
0.296875,15.2109375
-0.421875,16.25
8.71875,2.5
0.609375,14.734375
2.46875,11.859375
0.453125,14.6953125
0.9375,13.96875
4.34375,9.28125
1.09375,14.28125
1.109375,13.921875
0.953125,14.0859375
0.65625,14.6796875
0.609375,14.921875
0.453125,15.234375
2.484375,11.765625
1.203125,13.8046875
-0.015625,14.9296875
1.515625,13.1875
0.015625,15.6484375
11.109375,-1.25
0.171875,15.1171875
1.53125,13.3125
9.421875,1.375
0.5,14.890625
4.40625,8.84375
1.1875,13.6875
0.90625,14.1796875
-0.171875,15.765625
2.21875,12.34375
-0.1875,15.9921875
-0.015625,15.5703125
0.21875,15.2109375
0.75,14.2265625
1.65625,12.390625
0.53125,14.8671875
0.1875,15.21875
-0.390625,16.234375
0.390625,3.40234375
1.015625,1.171875
0.390625,14.90625
-0.28125,16.109375
1.1875,14.015625
1.015625,13.84375
3.296875,10.625
-0.265625,16.1328125
2.078125,12.328125
0.203125,15.328125
0.828125,14.2421875
0.234375,15.40625
0.078125,15.703125
-0.421875,16.3125
4.140625,9.34375
4.015625,9.59375
0.0,15.6953125
1.875,12.6875
-0.0625,14.8203125
0.515625,14.8359375
0.546875,14.8515625
0.421875,14.7265625
0.609375,14.734375
1.265625,13.609375
0.078125,15.7109375
0.6875,14.6015625
1.65625,12.984375
3.453125,10.15625
0.46875,14.8203125
0.9375,14.2109375
1.171875,13.75
0.25,15.0
-0.046875,15.0
2.625,11.71875
2.84375,11.375
0.203125,15.3984375
0.984375,13.5390625
1.34375,13.59375
0.734375,14.4140625
0.265625,15.234375
4.046875,9.5
-0.34375,16.234375
-0.40625,16.15625
0.4375,15.0
-0.59375,16.3125
6.96875,-6.75
3.59375,10.03125
1.34375,13.78125
3.65625,10.0
1.78125,12.9375
-0.25,16.1640625
-0.0625,15.75
-0.125,16.125
2.640625,11.640625
9.296875,1.5
0.265625,15.140625
0.28125,15.21875
1.0,14.078125
0.203125,15.4921875
1.921875,12.875
4.609375,8.71875
1.71875,12.90625
0.984375,14.0390625
3.546875,10.25
1.40625,13.5625
-0.109375,15.6796875
-0.03125,15.8203125
1.5,13.09375
0.359375,15.453125
1.03125,13.96875
2.15625,0.625
1.015625,14.25
1.15625,13.765625
-0.234375,15.71875
1.03125,13.8125
1.15625,13.78125
1.078125,13.78125
0.46875,14.8203125
0.140625,15.546875
1.59375,13.0625
0.984375,14.0546875
0.296875,15.21875
3.484375,10.4375
0.25,15.2734375
2.015625,12.578125
1.71875,1.21875
2.875,11.25
4.25,9.21875
0.265625,15.109375
3.375,10.6875
0.234375,15.2734375
-0.03125,15.7265625
0.671875,14.6796875
0.6875,14.640625
-0.015625,3.6640625
3.546875,10.5625
0.859375,14.40625
0.875,14.078125
2.53125,11.828125
1.34375,13.9140625
0.59375,14.921875
0.59375,14.5234375
2.21875,12.265625
0.6875,14.5703125
-0.015625,15.6796875
1.5625,13.296875
0.4375,14.8984375
0.203125,15.203125
2.203125,11.640625
1.5,12.515625
0.015625,15.625
0.46875,14.90625
1.671875,13.265625
6.125,6.4375
0.46875,2.2265625
0.34375,15.2890625
0.21875,15.46875
4.1875,9.1875
0.109375,15.65625
5.15625,7.875
0.828125,14.4453125
0.953125,14.0625
0.171875,15.25
3.171875,10.71875
1.8125,12.59375
4.15625,9.21875
8.875,2.0
3.3125,9.90625
0.40625,15.171875
0.5,14.8984375
0.59375,14.578125
0.9375,14.3984375
0.15625,15.3671875
1.390625,13.65625
1.296875,13.515625
2.75,11.53125
-0.078125,15.75
0.59375,14.78125
0.375,14.984375
0.4375,14.8671875
1.859375,12.640625
0.65625,14.65625
-0.703125,16.515625
0.265625,15.2890625
6.5625,5.6875
2.40625,11.859375
1.796875,13.09375
1.359375,13.65625
-0.1875,16.15625
0.546875,14.8203125
1.25,13.6484375
1.390625,13.125
2.921875,11.375
-0.109375,15.875
-0.375,16.5234375
0.65625,14.7109375
-0.375,16.34375
2.953125,11.3125
0.0,15.8125
0.09375,15.609375
-0.109375,15.671875
0.265625,15.21875
0.390625,15.21875
0.03125,15.7109375
0.234375,15.4765625
0.046875,15.4140625
0.359375,15.0703125
-0.015625,15.5390625
8.203125,3.3125
-0.265625,15.90625
1.015625,14.09375
0.15625,15.4609375
0.921875,13.953125
1.234375,13.921875
5.03125,8.3125
0.328125,15.3203125
2.53125,11.859375
0.671875,14.6328125
3.1875,10.625
-0.546875,16.203125
-0.078125,15.640625
0.875,14.65625
1.234375,13.625
0.34375,14.8671875
0.125,15.765625
-0.234375,16.2890625
0.671875,14.3671875
1.296875,13.40625
1.515625,13.359375
0.03125,15.59375
0.796875,14.4609375
0.0625,15.578125
0.21875,15.625
0.265625,15.21875
0.4375,14.6953125
0.25,15.2890625
1.03125,14.109375
3.296875,-1.25
0.3125,15.3359375
1.84375,12.953125
0.34375,15.453125
1.140625,13.75
0.734375,14.359375
0.734375,14.4296875
-0.34375,16.359375
0.578125,14.4765625
0.9375,14.2421875
0.109375,15.515625
0.078125,15.3828125
-0.109375,15.6015625
-0.5625,16.25
0.484375,14.8203125
-0.171875,15.875
1.71875,13.21875
0.28125,15.2578125
1.453125,13.40625
2.5625,11.859375
0.6875,14.4453125
0.15625,15.3828125
0.03125,15.15625
0.921875,14.2265625
1.265625,13.5625
-0.0625,15.7421875
0.234375,15.1875
-0.5625,16.4765625
0.984375,13.859375
-0.5625,16.578125
0.40625,15.234375
0.078125,15.5234375
0.5625,14.796875
3.40625,-2.09375
0.453125,14.9609375
1.546875,13.328125
0.0625,15.421875
0.015625,15.8046875
0.421875,14.9765625
0.125,15.4453125
1.4375,13.453125
0.984375,14.1875
1.875,12.5625
0.578125,14.2734375
2.484375,11.890625
-0.34375,16.296875
0.8125,14.6171875
0.390625,14.3125
0.21875,15.2265625
7.046875,5.1875
1.234375,13.609375
1.0,14.140625
0.296875,15.1875
0.609375,14.75
0.71875,14.6015625
2.234375,12.265625
1.046875,0.9375
0.90625,14.1875
1.546875,13.34375
-0.5625,16.171875
6.921875,5.1875
-0.453125,16.3671875
0.28125,15.2734375
0.171875,15.3359375
0.078125,15.6953125
8.140625,3.125
2.265625,12.203125
1.53125,13.40625
0.171875,15.5625
0.03125,15.6171875
4.046875,9.375
0.34375,15.171875
0.34375,15.0234375
0.421875,15.046875
1.984375,12.40625
0.59375,14.90625
0.546875,14.6796875
-0.09375,15.8671875
0.453125,14.8046875
-0.1875,15.7578125
0.484375,14.8828125
0.046875,15.3203125
0.640625,14.4140625
0.734375,14.2734375
0.15625,15.1015625
-0.078125,15.6640625
0.125,15.4453125
0.578125,14.7890625
0.140625,15.4140625
0.40625,15.2109375
0.3125,15.15625
-0.015625,15.8125
4.625,7.8125
6.375,6.0625
0.578125,14.921875
0.25,14.671875
3.109375,11.1875
1.0,14.234375
-0.34375,16.359375
1.390625,13.4921875
-0.515625,16.171875
0.109375,15.59375
2.96875,11.09375
0.46875,14.84375
0.5,14.8671875
1.28125,13.671875
5.703125,6.8125
-0.90625,16.328125
2.875,11.46875
1.25,13.78125
0.8125,14.2890625
3.484375,10.40625
0.625,14.6171875
2.359375,11.796875
0.703125,14.59375
0.015625,15.6484375
1.109375,14.015625
0.046875,15.609375
6.375,6.0625
1.328125,13.7734375
0.359375,15.2890625
1.546875,13.28125
2.296875,12.234375
-0.5,16.28125
1.515625,13.34375
1.078125,13.703125
0.078125,15.421875
2.953125,11.21875
-0.046875,3.453125
2.671875,11.5
-0.5,16.265625
0.296875,15.171875
0.09375,15.3671875
0.890625,14.1796875
0.53125,15.046875
-0.453125,16.2109375
0.6875,14.8125
1.125,13.46875
0.796875,14.3515625
0.546875,14.3125
-0.234375,16.0234375
1.140625,14.078125
3.28125,10.65625
-0.375,15.8984375
-0.03125,15.5859375
1.921875,12.578125
3.828125,9.65625
1.265625,13.9921875
1.140625,13.7734375
3.0,11.125
0.78125,14.6484375
3.5625,10.1875
0.203125,15.203125
0.8125,13.984375
0.765625,14.3515625
0.65625,14.55859375
2.171875,12.203125
2.703125,11.765625
0.59375,14.8828125
1.703125,12.90625
0.625,14.7421875
0.40625,15.0625
7.328125,4.6875
0.953125,14.1796875
0.84375,14.109375
0.078125,15.3984375
-0.1875,15.69921875
